f3,f4,f6,f9,f10,f15,f16,f17,f18,f19,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,duration_min,hour,day_of_week,season,f1_Source1,f1_Source2,f1_Source3,f12_US/Central,f12_US/Eastern,f12_US/Mountain,f12_US/Pacific,y
-2.05,0.83,-0.14,2298,7818,0.62,0.42,0.34,3422,-0.46,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.43,-1.33,-0.28,4635,15346,-2.24,0.34,0.34,3749,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.36,1.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.82,1.04,0.36,46,2620,-1.4,0.33,0.34,3402,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.22,-0.05,-0.32,1616,5086,-1.32,0.21,0.34,2317,-0.11,173,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.64,-0.12,-0.33,1410,5086,0.75,-0.1,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.78,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.89,1.18,0.64,234,1220,-0.57,0.59,0.34,3749,-0.29,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.49,-1.33,-0.32,2186,15346,0.0,0.28,0.34,3422,0.87,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
0.73,0.84,2.18,117,2620,0.49,-0.82,-0.78,3162,1.26,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.85,0.22,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.19,0.81,-0.33,1367,3093,0.18,0.29,0.34,2364,0.08,1885,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.91,-0.33,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.03,-1.42,-0.33,127,15346,1.02,0.21,0.34,3415,-0.11,154,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.22,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,1
-0.46,0.59,1.03,487,1476,0.8,-0.15,0.34,2516,1.09,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,2.02,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,4
-2.05,0.82,-0.3,2298,7818,-1.23,0.5,0.34,3282,2.13,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,2.4,-0.03,0.36,1.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
2.25,-1.59,-0.33,499,960,0.31,0.49,0.34,1340,0.0,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,0.78,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.26,-0.04,-0.33,1616,5086,0.49,0.33,0.34,3415,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
2.41,-0.99,0.42,1,226,1.02,-3.37,0.34,2907,2.3,163,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.91,-0.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.48,0.59,-0.33,487,1476,1.06,-0.44,0.34,3282,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.24,0.57,0.1,8,1401,0.31,-0.67,0.34,3162,0.06,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,1.89,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.62,0.98,-0.27,106,2633,-0.48,0.2,0.34,2743,-0.11,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,1.89,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.49,-1.53,-0.27,841,15346,-0.88,0.42,0.34,3175,1.44,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,0.78,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
2.14,-1.61,1.72,23,960,1.55,0.36,0.34,3749,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.65,1.33,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.45,0.58,-0.32,100,1476,-0.44,0.49,0.34,3175,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.93,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.31,0.64,-0.33,153,1401,1.02,-0.94,-2.65,2364,0.75,1117,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.88,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.36,-1.37,0.54,4635,15346,-1.14,-0.31,0.34,2743,2.47,162,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,0.91,-0.33,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,3
0.91,1.21,0.52,237,3053,0.05,0.45,0.34,3422,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,-1.44,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.75,0.26,-0.33,51,150,1.37,0.47,0.34,1548,-0.32,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.88,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-0.22,0.74,-0.33,374,3372,-0.74,0.28,0.34,3175,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,1.1,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,3
-1.09,0.44,-0.33,36,7818,1.24,0.48,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.66,-1.44,-1.45,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.59,1.03,-0.32,57,1021,0.62,0.49,0.34,3333,0.0,1885,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.93,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.43,0.15,-0.19,33,204,0.22,0.29,0.34,2516,-0.11,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,1.89,-0.56,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,4
-1.25,-0.04,-0.33,1616,5086,0.84,0.43,-0.03,2516,-0.46,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,-0.88,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.11,-0.85,-0.24,8,1498,-1.93,-6.33,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.83,1.89,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
0.64,1.03,-0.28,73,1021,0.53,-0.45,0.34,8869,-1.32,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.22,1.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.24,-1.49,-0.18,130,15346,-0.61,0.32,0.34,3415,2.13,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,1.89,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.99,0.84,-0.33,470,7818,-0.44,0.24,0.34,3162,1.61,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.1,-0.88,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,4
-0.36,-1.37,-0.33,4635,15346,-1.49,-0.45,0.34,3067,0.23,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.96,0.77,3.16,37,7818,-0.79,0.41,0.34,3749,1.26,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.22,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.38,-1.31,0.76,957,15346,-0.92,-0.71,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-1.85,1.33,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.7,-0.59,0.09,171,762,1.24,-5.11,-3.22,8869,-1.32,123,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,0.78,1.22,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-0.41,-1.37,0.1,4635,15346,0.05,0.33,0.34,3162,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,1.33,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.69,0.98,0.14,336,1021,0.36,-0.42,0.34,3162,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.48,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.04,-1.47,1.23,244,15346,-2.24,0.04,0.34,2341,-0.46,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,1.33,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.53,0.76,0.52,2186,7818,0.62,0.49,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.74,0.78,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
-0.54,-0.99,0.65,931,1498,-2.51,-0.81,0.34,2317,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-0.01,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,2
-1.18,0.28,-0.33,242,1371,0.97,0.13,-2.65,2516,2.64,70,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
1.12,0.07,-0.33,6,232,1.55,0.51,0.34,2276,-0.13,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,-0.88,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-0.64,-0.11,-0.07,1410,5086,0.14,-0.14,0.34,2319,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.03,1.33,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.12,0.2,-0.33,19,1371,-0.44,0.46,0.34,2319,0.26,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.18,1.89,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
0.37,-1.57,-0.28,443,15346,-1.54,0.18,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.83,-0.88,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.22,0.55,-0.33,330,1488,-0.66,-0.17,0.34,3282,1.09,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,-0.88,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.57,0.01,-0.33,332,621,-0.74,-0.39,0.34,3749,0.23,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,2.4,-0.03,1.28,1.89,-0.56,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
0.36,0.58,-0.33,65,288,-0.35,0.55,0.34,1340,0.08,6441,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.22,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.75,-0.04,-0.26,33,5086,0.58,-0.16,0.34,2516,0.75,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.65,-1.44,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.76,0.74,-0.03,1,7818,0.4,0.54,0.34,2516,0.75,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,0.78,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.57,-0.58,0.58,230,762,0.31,-6.17,0.34,3282,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-1.85,1.89,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,4.19,-0.61,4
-0.66,-0.11,1.14,1410,5086,-0.83,-0.19,0.34,3067,1.09,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.88,-1.45,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.43,-1.34,-0.33,4635,15346,-0.57,0.36,0.34,2516,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,2.4,-0.03,-1.3,-0.33,-1.45,-1.12,-0.87,8.76,-0.52,-0.93,-0.24,1.65,2
-0.54,0.73,-0.33,153,1476,1.37,0.53,-2.65,2364,-0.32,3473,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.01,-1.44,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.53,1.02,0.13,62,2633,1.41,0.61,-2.65,961,-0.32,33,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.01,-1.85,-1.44,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.97,0.84,-0.33,470,7818,0.75,0.39,-0.03,2319,1.26,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,-0.74,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.92,1.2,0.07,182,3053,0.0,0.67,0.34,3282,-0.53,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.88,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.71,-0.6,-0.33,551,762,-0.74,-5.08,0.34,3402,-0.46,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,-1.44,0.33,-1.12,1.15,-0.11,-0.52,-0.93,4.19,-0.61,3
-0.13,0.7,0.03,72,3093,-1.58,-1.47,0.34,3067,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.02,0.36,-0.33,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.9,1.22,0.76,237,3053,-0.52,0.45,0.34,3749,0.23,9013,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-1.48,0.77,-0.33,2186,7818,-1.05,0.42,0.34,1548,-0.13,7266,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.54,-0.88,-1.45,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
0.89,1.18,-0.33,234,1220,0.22,-0.14,0.34,3402,2.3,162,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.91,1.19,3.31,178,1220,-1.01,0.37,0.34,3402,0.06,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,0.18,0.78,0.33,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.01,0.84,-0.24,2298,7818,-0.04,0.51,0.34,3067,1.09,9013,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.0,-0.01,-1.44,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.76,0.94,-0.32,18,2620,-0.52,-1.26,0.34,3175,1.44,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.18,-0.33,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.46,-1.53,-0.04,841,15346,0.71,0.46,0.34,3415,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,0.01,-1.48,-0.88,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.19,-0.17,-0.28,903,5086,-0.26,-0.22,0.34,3067,0.4,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.1,-1.44,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
0.2,1.05,-0.19,31,2633,0.53,0.19,0.34,3415,-0.46,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-1.44,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.68,-0.16,-0.33,277,5086,-1.49,-0.14,0.34,2650,-0.8,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-1.44,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,3
-0.35,-1.3,-0.14,957,15346,-1.98,-2.37,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.38,1.33,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
1.05,1.26,-0.33,120,581,0.31,0.5,0.34,3422,-0.72,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.56,-0.88,-0.56,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.42,-1.34,-0.33,4635,15346,-0.7,0.4,0.34,3422,-0.32,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.28,1.89,0.33,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
0.32,-1.52,-0.33,292,15346,1.55,0.42,0.34,961,-0.72,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.3,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.12,-0.18,-0.33,903,5086,-0.22,0.97,-0.03,3333,0.0,6441,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.19,-1.44,1.22,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.71,0.08,-0.23,585,1770,0.4,1.0,0.34,1340,0.08,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.01,-0.93,0.78,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-1.5,0.77,-0.26,2186,7818,-0.17,0.34,0.34,2317,-0.46,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,6.06,-0.03,-0.42,-0.02,0.54,-1.44,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.52,0.8,1.12,93,3372,-0.48,0.09,0.34,3402,2.64,321,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.85,0.78,1.22,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.38,-1.6,-0.33,121,15346,1.28,0.33,-0.41,3282,-0.46,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,2
1.22,1.36,-0.33,352,512,-0.26,0.72,0.34,3415,0.92,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,-0.33,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
1.0,1.21,-0.33,344,3053,0.53,-0.18,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-1.11,0.22,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.49,-1.33,-0.2,2186,15346,0.22,0.37,0.34,3175,-0.11,7121,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.36,-0.88,-0.56,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-0.08,0.67,0.17,25,3093,0.84,-1.56,0.34,3749,-0.8,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,-0.56,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.03,-1.4,-0.29,127,15346,0.4,0.35,-0.78,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-2.22,0.22,0.33,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
0.31,0.99,-0.33,37,2633,1.24,0.61,-2.28,961,-0.53,3144,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.54,0.78,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.33,-1.59,3.58,875,15346,-0.26,0.45,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.0,-0.38,-0.33,-1.45,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.28,-0.03,-0.32,1616,5086,-0.35,0.61,0.34,2364,0.26,9013,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,2.4,-0.03,0.18,-0.33,0.33,-1.12,1.15,-0.11,1.92,-0.93,-0.24,-0.61,2
1.71,-0.02,0.34,7,1770,1.24,-1.07,0.0,2364,1.44,7121,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,-0.88,1.22,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
-0.62,0.81,5.24,58,3372,1.55,0.5,-3.4,8869,-1.32,909,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-1.44,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.41,-1.35,-0.19,4635,15346,0.53,0.31,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,3.53,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,1.46,0.78,1.22,0.9,-0.87,-0.11,-0.52,-0.93,-0.24,1.65,2
-1.63,0.71,-0.12,502,7818,-1.05,0.49,0.34,3415,0.75,23036,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-0.01,0.78,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
-2.07,0.83,-0.27,2298,7818,0.97,0.35,0.34,2516,0.06,173,-0.02,2.79,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,1.28,1.89,-1.45,0.9,-0.87,-0.11,-0.52,1.08,-0.24,-0.61,2
0.77,1.11,-0.33,1220,2620,-0.26,0.53,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,0.91,-0.33,0.33,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,3
0.31,-1.55,-0.33,875,15346,0.93,0.63,0.34,1548,0.08,7266,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.03,2.02,0.78,-1.45,-1.12,1.15,-0.11,-0.52,-0.93,-0.24,1.65,3
0.27,0.99,-0.33,256,2633,0.62,-0.06,0.34,8869,-1.32,23036,-0.02,2.79,-0.07,-0.28,19.17,-0.01,-0.16,-0.03,-0.42,-0.03,-0.93,-0.33,1.22,-1.12,1.15,-0.11,-0.52,1.08,-0.24,-0.61,2
-0.05,0.45,3.41,70,1488,0.36,-0.08,0.34,8869,-1.32,23036,-0.02,-0.36,-0.07,-0.28,-0.05,-0.01,-0.16,-0.03,-0.42,-0.02,-1.11,-0.88,0.33,0.9,-0.87,-0.11,1.92,-0.93,-0.24,-0.61,2
